Transaction_ID,Date,Store_ID,Product_Category,Units_Sold,Unit_Selling_Price,Unit_Cost,Inventory_Purchased_Units,Inventory_Purchase_Cost,Returned_Units,Discount_Applied,Shrinkage_Units,Payment_Method,Supplier,Revenue,COGS,Return_Loss,Shrinkage_Loss,Profit
T00496,2024-11-20,Store_C,Home,4,327.43,251.26,49,6828.73,2,0.02,0,Card,Supplier_X,1283.5256,1005.04,654.86,0.0,-376.37440000000015
T00497,2024-01-04,Store_B,Beauty,1,112.67,140.74,49,7569.84,2,0.19,1,Card,Supplier_W,91.26270000000001,140.74,225.34,140.74,-415.55730000000005
T00498,2024-01-16,Store_A,Sports,3,81.1,65.84,41,1821.53,0,0.23,1,Cash,Supplier_W,187.34099999999998,197.52,0.0,65.84,-76.01900000000003
T00499,2024-10-06,Store_A,Clothing,5,453.15,109.74,4,5695.01,2,0.14,1,Card,Supplier_Y,1948.545,548.6999999999999,906.3,109.74,383.80500000000006
T00500,2024-12-01,Store_C,Sports,3,484.72,105.89,29,9130.78,0,0.23,0,Mobile,Supplier_W,1119.7032000000002,317.67,0.0,0.0,802.0332000000001
T00501,2024-09-03,Store_A,Beauty,3,496.03,247.34,22,9686.76,2,0.28,1,Mobile,Supplier_X,1071.4248,742.02,992.06,247.34,-909.9951999999998
T00502,2024-09-14,Store_C,Home,3,396.98,378.29,20,6595.84,0,0.22,1,Cash,Supplier_Y,928.9332,1134.8700000000001,0.0,378.29,-584.2268
T00503,2024-06-08,Store_A,Beauty,2,335.12,24.07,25,9838.24,1,0.09,1,Mobile,Supplier_Z,609.9184,48.14,335.12,24.07,202.58840000000004
T00504,2024-12-05,Store_B,Beauty,3,179.41,5.4,46,5750.28,2,0.17,1,Cash,Supplier_X,446.7309,16.200000000000003,358.82,5.4,66.31090000000006
T00505,2024-05-31,Store_B,Sports,3,93.99,242.07,20,4481.79,1,0.27,0,Mobile,Supplier_Z,205.83809999999997,726.21,93.99,0.0,-614.3619000000001
T00506,2024-06-26,Store_B,Clothing,2,48.7,117.2,19,5560.72,1,0.13,1,Card,Supplier_Z,84.738,234.4,48.7,117.2,-315.562
T00507,2024-06-11,Store_B,Beauty,2,349.72,352.82,22,1245.55,1,0.2,0,Mobile,Supplier_Z,559.552,705.64,349.72,0.0,-495.8080000000001
T00508,2024-02-02,Store_C,Sports,5,394.51,134.26,3,4076.99,2,0.14,0,Cash,Supplier_Z,1696.393,671.3,789.02,0.0,236.0730000000001
T00509,2024-06-27,Store_A,Clothing,4,414.96,119.45,20,4638.21,1,0.04,1,Card,Supplier_X,1593.4463999999998,477.8,414.96,119.45,581.2363999999998
T00510,2024-04-10,Store_C,Home,1,457.74,111.46,20,8501.42,0,0.02,0,Cash,Supplier_W,448.5852,111.46,0.0,0.0,337.1252
T00511,2024-09-24,Store_B,Home,1,441.17,62.22,0,7610.62,2,0.29,1,Card,Supplier_X,313.2307,62.22,882.34,62.22,-693.5493000000001
T00512,2024-11-18,Store_C,Electronics,3,499.87,234.7,14,6054.12,1,0.18,0,Card,Supplier_W,1229.6802000000002,704.0999999999999,499.87,0.0,25.71020000000044
T00513,2024-03-05,Store_A,Sports,5,129.59,71.44,16,3538.04,2,0.03,1,Mobile,Supplier_Z,628.5115000000001,357.2,259.18,71.44,-59.30849999999987
T00514,2024-06-16,Store_C,Clothing,3,384.02,172.73,13,1951.64,1,0.26,0,Mobile,Supplier_W,852.5243999999999,518.1899999999999,384.02,0.0,-49.68560000000002
T00515,2024-11-25,Store_A,Beauty,1,297.37,187.08,18,3542.87,0,0.16,0,Card,Supplier_Z,249.7908,187.08,0.0,0.0,62.71079999999998
T00516,2024-02-12,Store_C,Home,2,138.01,13.09,49,6830.06,2,0.23,1,Mobile,Supplier_Y,212.53539999999998,26.18,276.02,13.09,-102.75459999999998
T00517,2024-02-13,Store_A,Clothing,4,491.13,11.64,33,2704.07,2,0.04,0,Mobile,Supplier_Z,1885.9391999999998,46.56,982.26,0.0,857.1191999999999
T00518,2024-10-11,Store_A,Sports,5,449.97,210.48,5,4326.18,1,0.27,1,Cash,Supplier_W,1642.3905000000002,1052.3999999999999,449.97,210.48,-70.45949999999971
T00519,2024-01-12,Store_B,Electronics,2,72.97,279.93,44,3929.03,0,0.18,1,Mobile,Supplier_Y,119.67080000000001,559.86,0.0,279.93,-720.1192
T00520,2024-04-04,Store_A,Home,4,22.82,377.15,48,7679.34,2,0.22,0,Card,Supplier_Y,71.1984,1508.6,45.64,0.0,-1483.0416
T00521,2024-10-28,Store_B,Clothing,5,347.28,75.75,5,8849.49,1,0.01,1,Mobile,Supplier_Z,1719.0359999999998,378.75,347.28,75.75,917.2559999999999
T00522,2024-09-09,Store_B,Clothing,5,306.02,45.79,4,7023.77,0,0.09,1,Card,Supplier_X,1392.391,228.95,0.0,45.79,1117.651
T00523,2024-08-29,Store_B,Clothing,1,468.55,25.57,6,3481.86,0,0.08,1,Card,Supplier_W,431.06600000000003,25.57,0.0,25.57,379.92600000000004
T00524,2024-02-04,Store_C,Sports,2,124.66,177.24,32,4388.45,0,0.28,1,Cash,Supplier_Y,179.51039999999998,354.48,0.0,177.24,-352.2096
T00525,2024-08-02,Store_C,Sports,5,51.35,251.14,12,1519.17,0,0.06,0,Card,Supplier_X,241.345,1255.6999999999998,0.0,0.0,-1014.3549999999998
T00526,2024-12-02,Store_C,Sports,5,137.02,337.02,0,1764.16,2,0.21,0,Card,Supplier_Z,541.229,1685.1,274.04,0.0,-1417.9109999999998
T00527,2024-03-30,Store_C,Beauty,4,19.27,274.64,12,1726.5,2,0.01,0,Cash,Supplier_Z,76.3092,1098.56,38.54,0.0,-1060.7908
T00528,2024-09-20,Store_A,Clothing,1,27.59,87.3,42,1392.8,0,0.06,1,Card,Supplier_Z,25.9346,87.3,0.0,87.3,-148.6654
T00529,2024-04-02,Store_A,Home,3,458.28,187.4,26,1877.85,1,0.1,0,Cash,Supplier_Z,1237.356,562.2,458.28,0.0,216.87599999999998
T00530,2024-03-30,Store_C,Sports,1,182.49,364.59,6,2106.61,1,0.24,0,Card,Supplier_W,138.69240000000002,364.59,182.49,0.0,-408.3875999999999
T00531,2024-04-24,Store_A,Sports,3,211.3,134.06,2,1207.27,0,0.24,0,Mobile,Supplier_Y,481.76400000000007,402.18,0.0,0.0,79.58400000000006
T00532,2024-04-14,Store_A,Clothing,2,19.0,202.0,24,6438.58,0,0.29,1,Cash,Supplier_W,26.979999999999997,404.0,0.0,202.0,-579.02
T00533,2024-07-14,Store_B,Sports,2,142.56,383.63,32,9904.98,1,0.28,0,Cash,Supplier_Y,205.2864,767.26,142.56,0.0,-704.5336
T00534,2024-11-09,Store_B,Beauty,5,404.32,295.21,39,8803.95,0,0.02,1,Card,Supplier_X,1981.168,1476.05,0.0,295.21,209.9079999999999
T00535,2024-04-23,Store_B,Beauty,2,311.59,300.36,16,551.47,0,0.25,0,Cash,Supplier_X,467.385,600.72,0.0,0.0,-133.33500000000004
T00536,2024-03-15,Store_B,Sports,5,379.35,104.67,44,4288.28,2,0.14,0,Card,Supplier_Y,1631.205,523.35,758.7,0.0,349.15499999999975
T00537,2024-08-04,Store_A,Clothing,1,229.13,168.81,13,8607.17,2,0.26,1,Cash,Supplier_Z,169.5562,168.81,458.26,168.81,-626.3237999999999
T00538,2024-10-03,Store_C,Clothing,2,161.77,37.53,36,1433.28,0,0.03,0,Cash,Supplier_X,313.8338,75.06,0.0,0.0,238.7738
T00539,2024-09-05,Store_A,Clothing,1,246.58,244.58,22,8491.69,0,0.25,1,Mobile,Supplier_W,184.935,244.58,0.0,244.58,-304.225
T00540,2024-06-12,Store_A,Electronics,1,168.3,45.97,23,5967.74,2,0.05,1,Card,Supplier_Y,159.885,45.97,336.6,45.97,-268.6550000000001
T00541,2024-12-22,Store_A,Sports,2,421.1,335.18,28,9319.86,0,0.1,0,Mobile,Supplier_X,757.98,670.36,0.0,0.0,87.62
T00542,2024-07-10,Store_B,Clothing,1,155.86,326.75,37,8772.79,2,0.01,1,Cash,Supplier_Y,154.3014,326.75,311.72,326.75,-810.9186
T00543,2024-08-14,Store_B,Beauty,2,333.28,215.77,26,6802.64,2,0.04,1,Card,Supplier_Z,639.8975999999999,431.54,666.56,215.77,-673.9724
T00544,2024-06-25,Store_B,Home,2,77.12,60.76,37,6612.44,1,0.13,1,Mobile,Supplier_Y,134.18880000000001,121.52,77.12,60.76,-125.21119999999996
T00545,2024-04-08,Store_C,Home,2,346.56,15.1,39,2210.33,2,0.25,1,Cash,Supplier_X,519.84,30.2,693.12,15.1,-218.58000000000004
T00546,2024-02-05,Store_A,Clothing,3,457.52,319.7,44,1255.85,1,0.23,0,Mobile,Supplier_Y,1056.8712,959.0999999999999,457.52,0.0,-359.74879999999985
T00547,2024-04-05,Store_C,Home,1,308.21,242.06,49,4212.39,1,0.07,1,Cash,Supplier_X,286.6353,242.06,308.21,242.06,-505.69469999999995
T00548,2024-05-31,Store_B,Home,4,284.33,285.82,22,1947.14,2,0.05,1,Cash,Supplier_X,1080.454,1143.28,568.66,285.82,-917.306
T00549,2024-05-30,Store_C,Electronics,2,480.95,125.0,30,1113.93,0,0.12,0,Card,Supplier_X,846.472,250.0,0.0,0.0,596.472
T00550,2024-07-08,Store_A,Beauty,1,317.42,206.25,35,3093.03,2,0.26,0,Card,Supplier_W,234.8908,206.25,634.84,0.0,-606.1992
T00551,2024-08-11,Store_A,Beauty,5,137.18,300.13,16,8618.85,1,0.03,0,Card,Supplier_Z,665.3230000000001,1500.65,137.18,0.0,-972.5070000000001
T00552,2024-02-06,Store_B,Electronics,2,153.27,187.71,36,269.77,2,0.16,1,Cash,Supplier_Z,257.4936,375.42,306.54,187.71,-612.1764000000001
T00553,2024-09-24,Store_B,Electronics,2,355.6,242.55,2,2997.11,2,0.03,1,Mobile,Supplier_Y,689.864,485.1,711.2,242.55,-748.9860000000001
T00554,2024-07-01,Store_C,Home,4,370.36,316.94,35,4298.12,1,0.14,1,Card,Supplier_Y,1274.0384000000001,1267.76,370.36,316.94,-681.0215999999998
T00555,2024-01-13,Store_B,Sports,3,158.71,90.01,4,5154.64,2,0.04,1,Card,Supplier_X,457.0848,270.03000000000003,317.42,90.01,-220.37520000000006
T00556,2024-10-05,Store_B,Home,3,179.22,31.04,45,1897.62,2,0.02,0,Card,Supplier_Z,526.9068,93.12,358.44,0.0,75.34679999999997
T00557,2024-08-04,Store_A,Electronics,2,495.62,215.07,14,9645.78,1,0.06,0,Card,Supplier_Y,931.7656,430.14,495.62,0.0,6.0055999999999585
T00558,2024-12-20,Store_B,Beauty,1,59.96,29.54,48,5830.84,0,0.08,1,Cash,Supplier_Y,55.1632,29.54,0.0,29.54,-3.916799999999995
T00559,2024-12-26,Store_B,Home,5,208.28,307.79,5,5268.89,1,0.08,1,Mobile,Supplier_Z,958.0880000000001,1538.95,208.28,307.79,-1096.9319999999998
T00560,2024-10-12,Store_A,Sports,5,40.6,289.09,9,187.34,1,0.19,1,Cash,Supplier_X,164.43,1445.4499999999998,40.6,289.09,-1610.7099999999996
T00561,2024-09-29,Store_A,Home,1,412.33,353.28,31,4908.58,2,0.02,1,Cash,Supplier_Y,404.0834,353.28,824.66,353.28,-1127.1366
T00562,2024-03-02,Store_C,Clothing,2,55.25,257.63,22,8392.94,1,0.02,0,Cash,Supplier_X,108.28999999999999,515.26,55.25,0.0,-462.22
T00563,2024-03-24,Store_B,Home,5,340.26,31.54,47,2274.48,2,0.06,0,Card,Supplier_Z,1599.222,157.7,680.52,0.0,761.002
T00564,2024-08-04,Store_A,Electronics,3,37.68,105.0,16,3576.95,2,0.26,0,Mobile,Supplier_Z,83.64959999999999,315.0,75.36,0.0,-306.71040000000005
T00565,2024-12-07,Store_C,Beauty,1,339.7,324.13,45,303.66,2,0.19,0,Cash,Supplier_Y,275.157,324.13,679.4,0.0,-728.373
T00566,2024-07-05,Store_C,Beauty,4,423.09,71.02,19,9771.58,1,0.22,1,Cash,Supplier_Y,1320.0408,284.08,423.09,71.02,541.8508
T00567,2024-01-19,Store_B,Electronics,2,205.42,280.9,43,759.85,1,0.11,0,Cash,Supplier_Z,365.6476,561.8,205.42,0.0,-401.5723999999999
T00568,2024-06-25,Store_B,Clothing,1,265.84,313.2,40,8992.39,2,0.06,1,Card,Supplier_X,249.88959999999997,313.2,531.68,313.2,-908.1904
T00569,2024-04-09,Store_C,Electronics,5,206.76,135.39,14,3198.58,0,0.01,0,Card,Supplier_X,1023.462,676.9499999999999,0.0,0.0,346.51200000000006
T00570,2024-08-20,Store_A,Home,2,157.24,132.31,43,5916.81,0,0.15,0,Cash,Supplier_W,267.308,264.62,0.0,0.0,2.687999999999988
T00571,2024-03-16,Store_C,Electronics,3,403.6,225.33,45,6825.22,1,0.17,1,Card,Supplier_Z,1004.964,675.99,403.6,225.33,-299.956
T00572,2024-09-21,Store_B,Electronics,2,143.28,345.21,21,1494.21,2,0.27,0,Mobile,Supplier_Y,209.1888,690.42,286.56,0.0,-767.7912
T00573,2024-10-10,Store_A,Clothing,2,364.24,93.44,49,4493.22,2,0.26,0,Card,Supplier_Z,539.0752,186.88,728.48,0.0,-376.2848
T00574,2024-07-24,Store_A,Home,3,111.04,376.8,5,3322.11,1,0.13,0,Cash,Supplier_Y,289.8144,1130.4,111.04,0.0,-951.6256000000001
T00575,2024-08-10,Store_C,Sports,3,132.43,241.65,3,660.36,0,0.13,0,Mobile,Supplier_X,345.64230000000003,724.95,0.0,0.0,-379.3077
T00576,2024-02-21,Store_B,Sports,2,174.87,396.89,22,8348.62,1,0.05,1,Card,Supplier_Y,332.253,793.78,174.87,396.89,-1033.287
T00577,2024-12-04,Store_C,Beauty,3,298.69,40.4,43,547.16,1,0.08,0,Cash,Supplier_W,824.3844,121.19999999999999,298.69,0.0,404.49440000000004
T00578,2024-05-23,Store_C,Electronics,1,232.67,54.99,44,6567.25,2,0.28,0,Mobile,Supplier_X,167.52239999999998,54.99,465.34,0.0,-352.8076
T00579,2024-03-09,Store_C,Beauty,3,375.12,331.52,18,3209.37,1,0.04,0,Mobile,Supplier_W,1080.3456,994.56,375.12,0.0,-289.33439999999973
T00580,2024-04-08,Store_A,Clothing,3,114.65,346.58,44,2002.08,0,0.29,1,Mobile,Supplier_Z,244.20450000000002,1039.74,0.0,346.58,-1142.1154999999999
T00581,2024-01-25,Store_A,Sports,2,15.23,180.96,30,6704.15,1,0.15,1,Card,Supplier_Y,25.891000000000002,361.92,15.23,180.96,-532.219
T00582,2024-02-22,Store_B,Electronics,1,390.51,287.06,43,5787.92,2,0.14,0,Mobile,Supplier_X,335.8386,287.06,781.02,0.0,-732.2413999999999
T00583,2024-05-30,Store_B,Clothing,4,412.61,347.69,2,3221.04,0,0.05,0,Card,Supplier_Y,1567.918,1390.76,0.0,0.0,177.1579999999999
T00584,2024-05-23,Store_C,Clothing,4,39.15,22.04,27,5178.31,2,0.2,0,Cash,Supplier_W,125.28,88.16,78.3,0.0,-41.17999999999998
T00585,2024-02-26,Store_C,Electronics,5,309.34,231.71,2,2537.75,1,0.14,1,Card,Supplier_X,1330.1619999999998,1158.55,309.34,231.71,-369.4380000000001
T00586,2024-02-08,Store_C,Clothing,3,195.32,342.12,13,8650.59,1,0.11,0,Card,Supplier_W,521.5044,1026.3600000000001,195.32,0.0,-700.1756
T00587,2024-04-18,Store_B,Electronics,3,399.01,162.27,17,3206.81,1,0.08,0,Cash,Supplier_X,1101.2676000000001,486.81000000000006,399.01,0.0,215.44760000000008
T00588,2024-06-29,Store_A,Electronics,1,438.46,124.44,26,2527.01,2,0.02,1,Card,Supplier_Z,429.69079999999997,124.44,876.92,124.44,-696.1092
T00589,2024-02-11,Store_A,Home,4,426.99,319.3,9,7543.15,1,0.16,1,Card,Supplier_Z,1434.6864,1277.2,426.99,319.3,-588.8036
T00590,2024-07-04,Store_C,Beauty,5,390.83,137.64,48,274.17,0,0.09,1,Cash,Supplier_Y,1778.2765,688.1999999999999,0.0,137.64,952.4365
T00591,2024-08-10,Store_C,Clothing,1,141.84,6.25,14,2753.32,0,0.21,0,Mobile,Supplier_W,112.0536,6.25,0.0,0.0,105.8036
T00592,2024-05-01,Store_C,Clothing,3,407.83,384.03,18,3816.41,2,0.22,0,Cash,Supplier_W,954.3222000000001,1152.09,815.66,0.0,-1013.4277999999999
T00593,2024-05-12,Store_C,Home,4,271.4,238.89,8,8834.16,2,0.1,0,Mobile,Supplier_X,977.04,955.56,542.8,0.0,-521.3199999999999
T00594,2024-06-11,Store_B,Home,5,35.85,328.71,3,9509.37,2,0.2,1,Card,Supplier_Z,143.4,1643.55,71.7,328.71,-1900.56
T00595,2024-08-02,Store_A,Home,2,233.9,330.99,14,7193.13,1,0.08,0,Cash,Supplier_Y,430.37600000000003,661.98,233.9,0.0,-465.50399999999996
T00596,2024-08-08,Store_C,Sports,4,471.66,31.23,47,4976.06,0,0.22,0,Mobile,Supplier_Z,1471.5792000000001,124.92,0.0,0.0,1346.6592
T00597,2024-08-22,Store_B,Sports,5,445.05,72.49,7,6442.15,0,0.0,1,Card,Supplier_W,2225.25,362.45,0.0,72.49,1790.31
T00598,2024-11-26,Store_C,Sports,1,60.11,127.89,48,4198.61,0,0.05,1,Card,Supplier_Y,57.104499999999994,127.89,0.0,127.89,-198.6755
T00599,2024-05-25,Store_C,Electronics,2,374.62,131.68,0,3058.38,2,0.07,0,Card,Supplier_Z,696.7932,263.36,749.24,0.0,-315.80680000000007
T00600,2024-08-26,Store_A,Clothing,5,404.84,265.22,6,9511.81,2,0.23,1,Mobile,Supplier_Z,1558.6339999999998,1326.1000000000001,809.68,265.22,-842.3660000000002
T00601,2024-03-16,Store_C,Beauty,5,142.98,251.14,30,1242.36,1,0.02,0,Mobile,Supplier_X,700.602,1255.6999999999998,142.98,0.0,-698.0779999999999
T00602,2024-01-09,Store_A,Electronics,3,241.09,200.36,17,3529.3,2,0.06,0,Mobile,Supplier_X,679.8738,601.08,482.18,0.0,-403.38620000000003
T00603,2024-03-14,Store_A,Clothing,4,358.38,88.45,11,9000.98,0,0.11,0,Card,Supplier_W,1275.8328,353.8,0.0,0.0,922.0328
T00604,2024-09-09,Store_A,Clothing,3,225.13,155.88,47,7259.1,1,0.0,1,Mobile,Supplier_Z,675.39,467.64,225.13,155.88,-173.26
T00605,2024-08-17,Store_B,Home,2,65.27,219.72,29,388.1,2,0.23,0,Cash,Supplier_X,100.5158,439.44,130.54,0.0,-469.4642
T00606,2024-01-07,Store_B,Home,5,355.88,189.85,32,328.69,2,0.17,1,Mobile,Supplier_Z,1476.902,949.25,711.76,189.85,-373.95799999999986
T00607,2024-06-22,Store_A,Electronics,3,456.7,55.28,46,5213.47,0,0.27,1,Mobile,Supplier_Y,1000.1729999999999,165.84,0.0,55.28,779.0529999999999
T00608,2024-05-20,Store_C,Home,4,329.72,261.56,6,4894.11,1,0.01,1,Card,Supplier_Z,1305.6912000000002,1046.24,329.72,261.56,-331.8287999999998
T00609,2024-06-16,Store_A,Clothing,2,389.16,33.86,27,4485.62,2,0.08,1,Cash,Supplier_Z,716.0544000000001,67.72,778.32,33.86,-163.8456
T00610,2024-06-18,Store_C,Home,1,185.6,154.39,48,3093.2,2,0.22,0,Cash,Supplier_W,144.768,154.39,371.2,0.0,-380.8219999999999
T00611,2024-10-09,Store_A,Sports,3,99.77,285.46,2,9867.72,1,0.2,1,Cash,Supplier_Y,239.448,856.3799999999999,99.77,285.46,-1002.1619999999999
T00612,2024-05-01,Store_C,Home,2,324.96,12.91,42,2792.67,1,0.07,0,Mobile,Supplier_Y,604.4255999999999,25.82,324.96,0.0,253.64559999999994
T00613,2024-07-12,Store_B,Clothing,1,170.61,230.14,5,4951.4,2,0.18,0,Card,Supplier_X,139.9002,230.14,341.22,0.0,-431.4598
T00614,2024-01-05,Store_C,Electronics,3,431.44,137.14,30,4108.44,2,0.24,0,Mobile,Supplier_Y,983.6831999999999,411.41999999999996,862.88,0.0,-290.6168
T00615,2024-01-29,Store_A,Beauty,2,70.09,8.49,37,1785.47,0,0.01,0,Card,Supplier_W,138.7782,16.98,0.0,0.0,121.7982
T00616,2024-06-13,Store_B,Home,2,222.4,80.2,14,2105.93,1,0.22,1,Cash,Supplier_X,346.944,160.4,222.4,80.2,-116.05599999999998
T00617,2024-12-04,Store_C,Clothing,3,204.4,376.67,6,9191.2,2,0.08,1,Mobile,Supplier_Z,564.1440000000001,1130.01,408.8,376.67,-1351.3359999999998
T00618,2024-05-15,Store_C,Beauty,2,469.65,210.85,42,8596.97,2,0.28,0,Card,Supplier_Y,676.2959999999999,421.7,939.3,0.0,-684.7040000000001
T00619,2024-12-30,Store_C,Beauty,5,85.04,398.9,29,2070.54,2,0.16,0,Mobile,Supplier_Z,357.168,1994.5,170.08,0.0,-1807.4119999999998
T00620,2024-11-16,Store_C,Sports,3,14.82,212.3,26,8769.06,2,0.01,0,Card,Supplier_X,44.0154,636.9000000000001,29.64,0.0,-622.5246000000001
T00621,2024-12-07,Store_C,Beauty,2,126.66,219.85,16,2170.94,0,0.12,1,Cash,Supplier_Y,222.92159999999998,439.7,0.0,219.85,-436.62839999999994
T00622,2024-05-24,Store_B,Clothing,1,411.94,159.78,17,6302.81,1,0.29,1,Mobile,Supplier_X,292.4774,159.78,411.94,159.78,-439.0226
T00623,2024-11-22,Store_B,Clothing,1,112.57,127.47,21,904.68,2,0.22,0,Cash,Supplier_X,87.8046,127.47,225.14,0.0,-264.8054
T00624,2024-08-04,Store_B,Home,5,128.03,104.36,25,8815.66,1,0.09,0,Mobile,Supplier_Y,582.5365,521.8,128.03,0.0,-67.29349999999988
T00625,2024-10-27,Store_B,Home,3,73.65,140.65,26,609.85,1,0.17,0,Mobile,Supplier_Y,183.3885,421.95000000000005,73.65,0.0,-312.2115
T00626,2024-05-11,Store_A,Home,2,360.56,186.64,39,5593.93,2,0.18,1,Card,Supplier_X,591.3184,373.28,721.12,186.64,-689.7216
T00627,2024-10-18,Store_B,Beauty,2,43.9,80.84,23,7819.14,2,0.01,0,Card,Supplier_W,86.922,161.68,87.8,0.0,-162.55800000000002
T00628,2024-03-10,Store_C,Beauty,1,172.29,93.83,7,1256.66,2,0.05,1,Card,Supplier_Y,163.67549999999997,93.83,344.58,93.83,-368.56450000000007
T00629,2024-09-08,Store_C,Sports,5,148.42,112.26,20,4104.35,0,0.17,1,Cash,Supplier_X,615.9429999999999,561.3000000000001,0.0,112.26,-57.61700000000019
T00630,2024-10-01,Store_B,Home,1,282.03,182.46,28,515.31,2,0.12,1,Cash,Supplier_Z,248.18639999999996,182.46,564.06,182.46,-680.7936000000001
T00631,2024-12-29,Store_C,Electronics,1,367.9,262.86,42,6859.25,1,0.06,0,Mobile,Supplier_Z,345.82599999999996,262.86,367.9,0.0,-284.934
T00632,2024-06-30,Store_B,Sports,5,271.11,343.18,20,3143.75,1,0.23,1,Card,Supplier_Y,1043.7735000000002,1715.9,271.11,343.18,-1286.4164999999998
T00633,2024-06-15,Store_C,Electronics,3,466.2,118.42,2,5638.01,0,0.15,1,Cash,Supplier_Y,1188.81,355.26,0.0,118.42,715.1299999999999
T00634,2024-03-31,Store_A,Beauty,2,476.21,77.57,30,9334.05,2,0.09,0,Mobile,Supplier_Z,866.7022,155.14,952.42,0.0,-240.8578
T00635,2024-07-20,Store_A,Sports,3,187.12,154.64,26,3128.0,2,0.05,0,Cash,Supplier_X,533.292,463.91999999999996,374.24,0.0,-304.86799999999994
T00636,2024-12-11,Store_B,Sports,4,391.06,358.28,45,581.41,0,0.18,0,Mobile,Supplier_X,1282.6768000000002,1433.12,0.0,0.0,-150.4431999999997
T00637,2024-01-19,Store_B,Clothing,4,372.01,8.89,26,6788.71,0,0.2,1,Card,Supplier_X,1190.432,35.56,0.0,8.89,1145.982
T00638,2024-02-08,Store_B,Beauty,4,447.55,272.76,8,7889.73,2,0.2,1,Mobile,Supplier_W,1432.16,1091.04,895.1,272.76,-826.7399999999996
T00639,2024-05-05,Store_C,Beauty,5,229.49,193.48,32,9582.9,2,0.07,0,Mobile,Supplier_Y,1067.1285,967.4,458.98,0.0,-359.2515000000001
T00640,2024-06-21,Store_B,Sports,1,269.93,68.61,32,1662.23,1,0.18,1,Card,Supplier_W,221.34260000000003,68.61,269.93,68.61,-185.8074
T00641,2024-05-20,Store_A,Beauty,3,213.73,131.8,25,3982.19,2,0.27,0,Card,Supplier_W,468.0686999999999,395.40000000000003,427.46,0.0,-354.7913000000001
T00642,2024-08-29,Store_C,Sports,2,426.68,93.86,27,8456.99,2,0.11,0,Mobile,Supplier_W,759.4904,187.72,853.36,0.0,-281.5895999999999
T00643,2024-08-07,Store_B,Clothing,4,122.55,351.74,43,8088.03,1,0.06,1,Cash,Supplier_W,460.78799999999995,1406.96,122.55,351.74,-1420.462
T00644,2024-05-05,Store_C,Sports,3,127.46,195.34,42,6285.48,1,0.23,1,Card,Supplier_X,294.4326,586.02,127.46,195.34,-614.3874000000001
T00645,2024-02-27,Store_C,Beauty,4,192.58,227.42,30,2766.75,1,0.05,1,Mobile,Supplier_Y,731.804,909.68,192.58,227.42,-597.8760000000001
T00646,2024-05-27,Store_B,Beauty,4,122.87,239.51,0,2911.95,1,0.08,1,Card,Supplier_Y,452.1616,958.04,122.87,239.51,-868.2583999999998
T00647,2024-11-12,Store_C,Sports,2,284.89,257.65,19,1327.63,0,0.03,0,Card,Supplier_W,552.6866,515.3,0.0,0.0,37.386600000000044
T00648,2024-12-26,Store_A,Sports,5,75.9,200.74,11,9226.35,1,0.08,0,Cash,Supplier_Y,349.14000000000004,1003.7,75.9,0.0,-730.46
T00649,2024-01-01,Store_A,Sports,1,166.89,12.06,16,1812.02,0,0.12,1,Card,Supplier_Z,146.86319999999998,12.06,0.0,12.06,122.74319999999997
T00650,2024-12-13,Store_C,Home,5,457.59,137.22,14,5771.58,1,0.02,1,Mobile,Supplier_X,2242.191,686.1,457.59,137.22,961.2809999999997
T00651,2024-07-08,Store_B,Beauty,3,210.52,77.63,33,5885.08,1,0.26,1,Mobile,Supplier_Y,467.35440000000006,232.89,210.52,77.63,-53.68559999999991
T00652,2024-07-09,Store_C,Beauty,5,376.63,273.66,49,3759.09,1,0.15,0,Card,Supplier_X,1600.6775,1368.3000000000002,376.63,0.0,-144.25250000000028
T00653,2024-11-07,Store_A,Home,3,65.6,27.4,15,3589.93,2,0.18,0,Card,Supplier_Z,161.376,82.19999999999999,131.2,0.0,-52.02399999999997
T00654,2024-04-26,Store_C,Sports,3,131.31,227.7,3,6719.03,0,0.11,1,Cash,Supplier_X,350.59770000000003,683.0999999999999,0.0,227.7,-560.2022999999999
T00655,2024-05-13,Store_C,Clothing,1,405.6,88.2,7,3944.15,1,0.2,0,Cash,Supplier_Z,324.48,88.2,405.6,0.0,-169.32
T00656,2024-02-27,Store_A,Sports,2,383.87,379.79,33,2625.64,2,0.13,0,Cash,Supplier_W,667.9338,759.58,767.74,0.0,-859.3862000000001
T00657,2024-02-13,Store_C,Sports,1,199.22,137.54,45,4051.4,0,0.23,0,Mobile,Supplier_Y,153.3994,137.54,0.0,0.0,15.859400000000022
T00658,2024-06-21,Store_C,Home,5,477.65,133.46,24,8095.85,0,0.25,0,Cash,Supplier_W,1791.1875,667.3000000000001,0.0,0.0,1123.8874999999998
T00659,2024-06-08,Store_B,Beauty,3,456.22,369.74,14,9668.14,2,0.2,1,Mobile,Supplier_Y,1094.928,1109.22,912.44,369.74,-1296.472
T00660,2024-06-21,Store_B,Sports,4,481.53,169.85,27,6395.91,0,0.15,1,Cash,Supplier_W,1637.2019999999998,679.4,0.0,169.85,787.9519999999998
T00661,2024-11-12,Store_A,Beauty,4,219.68,385.33,8,7842.8,2,0.23,1,Mobile,Supplier_Z,676.6144,1541.32,439.36,385.33,-1689.3955999999998
